EXPEDIENT;DISTRICTE;BARRI;TIPUS_CARRER;CARRER;TIPUS_NUM;NUM1;LLETRA1;NUM2;LLETRA2;BLOC;PORTAL;ESCALA;PIS;PORTA
02-2014-1323;Eixample;la Dreta de l'Eixample;C;ARAGO;2;346;;;;;;A;PR;2
02-2014-1325;Eixample;la Dreta de l'Eixample;C;ARAGO;2;346;;;;;;;PR;2B
02-2012-1764;Eixample;la Dreta de l'Eixample;C;ARAGO;1;347;;;;;;;02;2
02-2013-0623;Eixample;la Dreta de l'Eixample;C;ARAGO;1;347;;;;;;;06;2
02-2013-1768;Eixample;la Dreta de l'Eixample;C;ARAGO;1;347;;;;;;;08;2
02-2014-1578;Eixample;la Dreta de l'Eixample;C;ARAGO;2;348;;350;;;;;05;2
02-2014-1344;Eixample;la Dreta de l'Eixample;C;ARAGO;1;349;;;;;;;AT;
02-2014-0063;Eixample;la Dreta de l'Eixample;C;ARAGO;2;360;;;;;;;05;2
02-2014-0592;Eixample;la Dreta de l'Eixample;C;ARAGO;2;364;;;;;;;03;
02-2010-1220;Eixample;la Dreta de l'Eixample;C;ARAGO;1;367;;;;;;;01;1
02-2010-1242;Eixample;la Dreta de l'Eixample;C;ARAGO;1;367;;;;;;;01;2
02-2010-1269;Eixample;la Dreta de l'Eixample;C;ARAGO;1;367;;;;;;;02;1
02-2010-1267;Eixample;la Dreta de l'Eixample;C;ARAGO;1;367;;;;;;;02;2
02-2010-1268;Eixample;la Dreta de l'Eixample;C;ARAGO;1;367;;;;;;;03;1
02-2011-0040;Eixample;la Dreta de l'Eixample;C;ARAGO;1;367;;;;;;;03;2
02-2010-1298;Eixample;la Dreta de l'Eixample;C;ARAGO;1;367;;;;;;;EN;1
02-2010-1299;Eixample;la Dreta de l'Eixample;C;ARAGO;1;367;;;;;;;EN;2
02-2010-1221;Eixample;la Dreta de l'Eixample;C;ARAGO;1;367;;;;;;;PR;1
02-2010-1223;Eixample;la Dreta de l'Eixample;C;ARAGO;1;367;;;;;;;PR;2
02-2013-0164;Eixample;la Dreta de l'Eixample;C;ARAGO;1;373;;;;;;;01;1
02-2009-0159;Eixample;la Dreta de l'Eixample;C;ARAGO;1;373;;;;;;;01;2
02-2009-0160;Eixample;la Dreta de l'Eixample;C;ARAGO;1;373;;;;;;;02;1
02-2009-0161;Eixample;la Dreta de l'Eixample;C;ARAGO;1;373;;;;;;;02;2
02-2009-0162;Eixample;la Dreta de l'Eixample;C;ARAGO;1;373;;;;;;;03;2
02-2009-0163;Eixample;la Dreta de l'Eixample;C;ARAGO;1;373;;;;;;;04;1
02-2009-0164;Eixample;la Dreta de l'Eixample;C;ARAGO;1;373;;;;;;;04;2
02-2009-0165;Eixample;la Dreta de l'Eixample;C;ARAGO;1;373;;;;;;;05;1
02-2009-0166;Eixample;la Dreta de l'Eixample;C;ARAGO;1;373;;;;;;;05;2
02-2009-0157;Eixample;la Dreta de l'Eixample;C;ARAGO;1;373;;;;;;;PR;1
02-2009-0158;Eixample;la Dreta de l'Eixample;C;ARAGO;1;373;;;;;;;PR;2
02-2014-1331;Eixample;la Dreta de l'Eixample;C;ARAGO;2;376;;;;;;;03;
02-2013-1477;Eixample;la Dreta de l'Eixample;C;ARAGO;2;382;;;;;;;EN;1
02-2008-0761;Eixample;el Fort Pienc;C;ARAGO;1;397;;;;;;;04;2
02-2014-0224;Eixample;el Fort Pienc;C;ARAGO;1;399;;;;;;;EN;2
02-2014-2189;Eixample;el Fort Pienc;C;ARAGO;1;401;;;;;;;PR;1
02-2010-0390;Eixample;el Fort Pienc;C;ARAGO;1;403;;;;;;B;AT;1
02-2014-1808;Eixample;el Fort Pienc;C;ARAGO;2;410;;;;;;;04;1
02-2014-1581;Eixample;la Sagrada Família;C;ARAGO;1;415;;;;;;;01;1
02-2012-1810;Eixample;la Sagrada Família;C;ARAGO;1;415;;;;;;;02;1
02-2011-0506;Eixample;la Sagrada Família;C;ARAGO;1;423;;;;;;;BJ;
02-2014-0612;Eixample;la Sagrada Família;C;ARAGO;1;423;;;;;;;PR;1
02-2010-0158;Eixample;la Sagrada Família;C;ARAGO;1;423;;;;;;;PR;2
02-2011-0507;Eixample;la Sagrada Família;C;ARAGO;1;423;;;;;;;PR;A
02-2010-0311;Eixample;la Sagrada Família;C;ARAGO;1;423;;;;;;;PR;B
02-2011-1324;Eixample;el Fort Pienc;C;ARAGO;2;424;;;;;;E;07;2
02-2012-1595;Eixample;el Fort Pienc;C;ARAGO;2;424;;;;;;I;AT;2
02-2012-1811;Eixample;el Fort Pienc;C;ARAGO;2;424;;;;;;;AT;3
02-2014-1266;Eixample;la Sagrada Família;C;ARAGO;1;435;;;;;;;02;3
02-2014-1261;Eixample;la Sagrada Família;C;ARAGO;1;435;;;;;;;03;2
02-2014-1263;Eixample;la Sagrada Família;C;ARAGO;1;435;;;;;;;EN;1
02-2009-0426;Eixample;la Sagrada Família;C;ARAGO;1;469;;473;;;;;01;5
02-2012-1330;Eixample;la Sagrada Família;C;ARAGO;1;481;;;;;;;04;2
02-2012-1944;Eixample;la Sagrada Família;C;ARAGO;1;497;;;;;;;02;2
02-2014-1516;Eixample;la Sagrada Família;C;ARAGO;2;528;;;;;;;06;2
10-2012-0502;Sant Martí;el Clot;C;ARAGO;2;550;;;;;;;01;1
10-2008-0582;Sant Martí;el Camp de l'Arpa del Clot;C;ARAGO;1;565;;;;;;;01;1
10-2008-0583;Sant Martí;el Camp de l'Arpa del Clot;C;ARAGO;1;565;;;;;;;01;2
10-2008-0586;Sant Martí;el Camp de l'Arpa del Clot;C;ARAGO;1;565;;;;;;;02;1
10-2008-0587;Sant Martí;el Camp de l'Arpa del Clot;C;ARAGO;1;565;;;;;;;02;2
10-2008-0588;Sant Martí;el Camp de l'Arpa del Clot;C;ARAGO;1;565;;;;;;;03;1
10-2008-0589;Sant Martí;el Camp de l'Arpa del Clot;C;ARAGO;1;565;;;;;;;03;2
10-2008-0590;Sant Martí;el Camp de l'Arpa del Clot;C;ARAGO;1;565;;;;;;;04;1
10-2008-0591;Sant Martí;el Camp de l'Arpa del Clot;C;ARAGO;1;565;;;;;;;04;2
10-2008-0592;Sant Martí;el Camp de l'Arpa del Clot;C;ARAGO;1;565;;;;;;;05;1
10-2008-0593;Sant Martí;el Camp de l'Arpa del Clot;C;ARAGO;1;565;;;;;;;05;2
10-2008-0594;Sant Martí;el Camp de l'Arpa del Clot;C;ARAGO;1;565;;;;;;;06;1
10-2008-0595;Sant Martí;el Camp de l'Arpa del Clot;C;ARAGO;1;565;;;;;;;06;2
10-2013-0498;Sant Martí;el Clot;C;ARAGO;2;604;;;;;;;EN;1
10-2013-0494;Sant Martí;el Clot;C;ARAGO;2;604;;;;;;;EN;2
10-2013-0495;Sant Martí;el Clot;C;ARAGO;2;604;;;;;;;EN;3
10-2013-0496;Sant Martí;el Clot;C;ARAGO;2;604;;;;;;;EN;4
07-2014-0194;Horta-Guinardó;el Guinardó;C;ARC DE SANT MARTI;1;77;;;;;;;AT;2
07-2014-0193;Horta-Guinardó;el Guinardó;C;ARC DE SANT MARTI;1;77;;;;;;;BJ;1
01-2013-0251;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;ARGENTERIA;2;6;;;;;;;01;1
01-2013-0247;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;ARGENTERIA;2;6;;;;;;;01;3
01-2013-0250;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;ARGENTERIA;2;6;;;;;;;01;4
01-2013-0252;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;ARGENTERIA;2;6;;;;;;;02;1
01-2013-0254;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;ARGENTERIA;2;6;;;;;;;02;2
01-2013-0253;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;ARGENTERIA;2;6;;;;;;;02;3
01-2013-0245;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;ARGENTERIA;2;6;;;;;;;02;4
01-2013-0246;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;ARGENTERIA;2;6;;;;;;;03;
01-2013-0243;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;ARGENTERIA;2;6;;;;;;;EN;1
01-2013-0249;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;ARGENTERIA;2;6;;;;;;;EN;2
01-2013-0242;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;ARGENTERIA;2;6;;;;;;;EN;3
01-2013-0244;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;ARGENTERIA;2;6;;;;;;;EN;4
01-2013-0248;Ciutat Vella;Sant Pere, Santa Caterina i la Ribera;C;ARGENTERIA;2;6;;;;;;;PR;2
06-2013-0040;Gràcia;la Vila de Gràcia;C;ARGENTONA;2;22;;;;;;;01;2
02-2014-0461;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;5;;;;;;I;01;1
02-2014-0460;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;5;;;;;;I;01;2
02-2009-0076;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;11;;;;;;A;PR;2
02-2014-0254;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;17;;;;;;;EN;2
02-2013-1211;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;20;;;;;;;01;2
02-2014-0156;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;25;;;;;;;02;3
02-2011-0238;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;25;;;;;;;03;1
02-2014-0933;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;29;;;;;;;EN;1
02-2012-1861;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;39;;;;;;;02;2B
02-2012-1931;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;39;;;;;;;03;1
02-2012-1224;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;39;;;;;;;03;1B
02-2012-1402;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;45;;;;;;;01;1
02-2012-0786;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;46;;;;;;;02;1
02-2013-0669;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;46;;;;;;;BJ;2
02-2013-0909;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;47;;;;;;;04;2
02-2012-1441;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;47;;;;;;;AT;1
02-2013-0747;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;56;;;;;;;05;1
02-2013-1648;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;56;;;;;;;PR;1
02-2014-1225;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;58;;;;;;;AT;2
02-2008-0537;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;59;;;;;;;02;
02-2013-0321;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;60;;;;;;;PR;2
02-2014-1472;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;63;;;;;;;01;1
02-2014-1481;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;63;;;;;;;01;2
02-2014-1487;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;63;;;;;;;01;4
02-2012-0550;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;66;;;;;;;01;1
02-2012-0558;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;66;;;;;;;01;2
02-2012-0561;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;66;;;;;;;04;1
02-2014-0855;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;66;;;;;;;EN;1
02-2014-0258;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;82;;;;;;;01;1
02-2014-0259;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;82;;;;;;;01;2
02-2014-0649;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;82;;;;;;;02;1
02-2012-0615;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;82;;;;;;;02;2
02-2014-0651;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;82;;;;;;;03;2
02-2014-0654;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;82;;;;;;;04;1
02-2013-2071;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;82;;;;;;;04;2
02-2013-2302;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;82;;;;;;;05;1
02-2013-2300;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;82;;;;;;;05;2
02-2014-0257;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;82;;;;;;;PR;1
02-2014-2127;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;82;;;;;;;PR;2
02-2012-1664;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;83;;;;;;;03;1
02-2014-0327;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;84;;;;;;;PR;2
02-2013-0818;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;92;;;;;;;01;2
02-2012-1022;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;92;;;;;;;04;1
02-2013-1064;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;100;;;;;;;01;2
02-2013-1174;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;105;;;;;;;PR;1
02-2013-1263;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;105;;;;;;;PR;2
02-2014-1149;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;106;;;;;;;03;1
02-2008-1123;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;108;;;;;;;PR;2
02-2011-0167;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;110;;;;;;;05;1
02-2008-0716;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;112;;;;;;;AT;3
02-2014-0872;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;123;;;;;;;01;1
02-2013-0291;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;124;;;;;;;04;1
02-2013-2320;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;129;;;;;;;PR;2
02-2014-1700;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;132;;;;;;;03;2
02-2014-1170;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;134;;;;;;;PR;2
02-2009-0033;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;136;;;;;;;05;1
02-2012-2024;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;137;;;;;;;PR;1
02-2014-0420;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;138;;;;;;;02;1
02-2013-1040;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;138;;;;;;;02;2
02-2013-0300;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;155;;;;;;;03;4
02-2013-2288;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;159;;;;;;;PR;2
02-2012-1618;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;167;;;;;;;01;2
02-2008-0818;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;167;;;;;;;04;1
02-2013-2277;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;1;175;;;;;;;04;2B
02-2012-1213;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;176;B;;;;;;03;2
02-2013-2295;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;180;;;;;;;04;1
02-2014-1424;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;184;;;;;;;01;1
02-2013-2381;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;184;;;;;;;02;1
02-2014-1410;Eixample;l'Antiga Esquerra de l'Eixample;C;ARIBAU;2;184;;;;;;;04;2
05-2014-0146;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;1;207;;;;;;;01;1
05-2013-0488;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;D;01;
05-2014-0251;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;E;01;1
05-2013-0260;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;I;01;2
05-2014-0064;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;E;02;1
05-2012-0435;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;E;02;2
05-2012-0576;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;;02;D
05-2011-0416;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;D;03;
05-2012-0434;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;E;03;1
05-2012-0115;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;E;03;2
05-2012-0187;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;E;04;1
05-2012-0113;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;E;04;2
05-2014-0209;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;;04;D
05-2014-0089;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;I;EN;1
05-2012-0171;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;D;PR;
05-2012-0330;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;E;PR;1
05-2012-0331;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;226;;;;;;E;PR;2
05-2012-0245;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;228;;;;;;E;02;1
05-2012-0114;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;228;;;;;;D;02;2
05-2014-0250;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;228;;;;;;E;02;2
05-2014-0063;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;228;;;;;;D;03;1
05-2013-0489;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;228;;;;;;D;03;2
05-2014-0065;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;228;;;;;;E;04;1
05-2013-0497;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;228;;;;;;D;04;1
05-2014-0208;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;228;;;;;;E;04;2
05-2012-0433;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;228;;;;;;E;PR;1
05-2013-0498;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;228;;;;;;D;PR;2
05-2014-0252;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;1;237;;241;;;;;03;4
05-2013-0338;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;280;;;;;;;02;2
05-2012-0466;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;296;;;;;;;01;1
05-2010-0100;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;296;;;;;;;06;2
05-2013-0301;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;304;;;;;;;05;1
05-2013-0437;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;304;;;;;;;05;2
05-2014-0053;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;C;ARIBAU;2;304;;;;;;;AT;1
04-2012-0030;Les Corts;la Maternitat i Sant Ramon;C;ARIZALA;1;51;;;;;;;BJ;4
04-2012-0152;Les Corts;la Maternitat i Sant Ramon;C;ARIZALA;1;55;;;;;;;BJ;2
09-2014-0223;Sant Andreu;Sant Andreu;C;ARQUIMEDES;1;51;;;;;;;02;2
10-2014-0408;Sant Martí;la Vila Olímpica del Poblenou;C;ARQUITECTE SERT;1;7;;9;;;;;05;2
10-2014-0087;Sant Martí;la Vila Olímpica del Poblenou;C;ARQUITECTE SERT;2;10;;;;;;;06;2
10-2012-0601;Sant Martí;la Vila Olímpica del Poblenou;C;ARQUITECTE SERT;2;14;;;;;;;03;1
10-2014-0369;Sant Martí;la Vila Olímpica del Poblenou;C;ARQUITECTE SERT;1;15;;;;;;;04;1
10-2013-0579;Sant Martí;la Vila Olímpica del Poblenou;C;ARQUITECTE SERT;2;18;;;;;;;04;1
10-2009-0133;Sant Martí;la Vila Olímpica del Poblenou;C;ARQUITECTE SERT;2;20;;;;;;;04;2
07-2014-0063;Horta-Guinardó;el Guinardó;C;ART;2;30;;;;;;;1;1
07-2014-0203;Horta-Guinardó;el Guinardó;C;ART;2;30;;;;;;;2;1
07-2011-0216;Horta-Guinardó;el Guinardó;C;ART;1;97;;;;;;;3;2
06-2013-0319;Gràcia;la Vila de Gràcia;C;ASTURIES;2;36;;;;;;;02;
06-2013-0456;Gràcia;la Vila de Gràcia;C;ASTURIES;2;70;;;;;;;BJ;1
06-2014-0080;Gràcia;la Vila de Gràcia;C;ASTURIES;1;87;;;;;;;01;1
06-2014-0351;Gràcia;la Vila de Gràcia;C;ASTURIES;1;87;;;;;;;02;1
06-2014-0350;Gràcia;la Vila de Gràcia;C;ASTURIES;1;87;;;;;;;03;1
06-2014-0081;Gràcia;la Vila de Gràcia;C;ASTURIES;1;87;;;;;;;PR;2
06-2013-0705;Gràcia;Vallcarca i els Penitents;C;AUGUST FONT;2;24;;;;;;;01;
05-2014-0187;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;1;17;;19;;;;;05;2
05-2013-0241;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;1;17;;19;;;;;05;3
06-2012-0401;Gràcia;la Vila de Gràcia;VIA;AUGUSTA;2;40;;;;;;;01;1
06-2012-0400;Gràcia;la Vila de Gràcia;VIA;AUGUSTA;2;40;;;;;;;01;2
06-2014-0148;Gràcia;la Vila de Gràcia;VIA;AUGUSTA;2;42;;;;;;;01;1
06-2013-0049;Gràcia;la Vila de Gràcia;VIA;AUGUSTA;2;58;;60;;;;;01;1
06-2013-0050;Gràcia;la Vila de Gràcia;VIA;AUGUSTA;2;58;;60;;;;;01;2
06-2013-0051;Gràcia;la Vila de Gràcia;VIA;AUGUSTA;2;58;;60;;;;;02;1
06-2013-0052;Gràcia;la Vila de Gràcia;VIA;AUGUSTA;2;58;;60;;;;;02;2
06-2013-0053;Gràcia;la Vila de Gràcia;VIA;AUGUSTA;2;58;;60;;;;;03;1
06-2013-0059;Gràcia;la Vila de Gràcia;VIA;AUGUSTA;2;58;;60;;;;;03;2
06-2013-0060;Gràcia;la Vila de Gràcia;VIA;AUGUSTA;2;58;;60;;;;;04;1
06-2013-0061;Gràcia;la Vila de Gràcia;VIA;AUGUSTA;2;58;;60;;;;;04;2
05-2013-0583;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;1;87;;;;;;;02;
05-2011-0369;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;1;95;;;;;;;01;1
05-2011-0368;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;1;95;;;;;;;01;2
05-2010-0506;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;1;95;;;;;;;03;2
05-2013-0168;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;1;95;;;;;;;04;1
05-2010-0507;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;1;95;;;;;;;04;2
05-2010-0504;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;1;95;;;;;;;BJ;1
05-2010-0505;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;1;95;;;;;;;BJ;2
05-2014-0074;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;2;122;;;;;;;01;3
05-2014-0075;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;2;122;;;;;;;01;4
05-2014-0311;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;1;151;;;;;;;01;2
05-2012-0055;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;1;153;;;;;;;02;6
05-2012-0060;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;1;153;;;;;;;04;1
05-2012-0061;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;1;153;;;;;;1;05;1
05-2012-0062;Sarrià-Sant Gervasi;Sant Gervasi - Galvany;VIA;AUGUSTA;1;153;;;;;;1;06;1
05-2013-0569;Sarrià-Sant Gervasi;les Tres Torres;VIA;AUGUSTA;2;262;;;;;;;EN;2
05-2014-0547;Sarrià-Sant Gervasi;les Tres Torres;VIA;AUGUSTA;2;290;;;;;;;05;2
05-2014-0540;Sarrià-Sant Gervasi;les Tres Torres;VIA;AUGUSTA;2;292;;;;;;;05;2
05-2014-0515;Sarrià-Sant Gervasi;les Tres Torres;VIA;AUGUSTA;1;293;;;;;;;BJ;1
05-2008-0513;Sarrià-Sant Gervasi;Sarrià;VIA;AUGUSTA;1;339;;;;;;;04;1
05-2014-0289;Sarrià-Sant Gervasi;Sarrià;VIA;AUGUSTA;1;339;;;;;;C;04;1
06-2012-0623;Gràcia;la Vila de Gràcia;C;AULESTIA I PIJOAN;1;25;;;;;;;01;
06-2013-0260;Gràcia;la Vila de Gràcia;C;AULESTIA I PIJOAN;1;25;;;;;;;02;
06-2012-0471;Gràcia;la Vila de Gràcia;C;AULESTIA I PIJOAN;1;25;;;;;;;BJ;
01-2013-0132;Ciutat Vella;el Raval;C;AURORA;1;11;;;;;;;01;1
01-2013-0702;Ciutat Vella;el Raval;C;AURORA;1;11;B;;;;;;01;3
01-2013-0131;Ciutat Vella;el Raval;C;AURORA;1;11;B;;;;;;02;1
01-2013-0130;Ciutat Vella;el Raval;C;AURORA;1;25;;;;;;;02;3
02-2012-1972;Eixample;la Dreta de l'Eixample;C;AUSIAS MARC;1;5;;;;;;;AT;1
02-2013-0271;Eixample;la Dreta de l'Eixample;C;AUSIAS MARC;1;5;;;;;;;AT;2
02-2012-1705;Eixample;la Dreta de l'Eixample;C;AUSIAS MARC;1;13;;;;;;;02;3
02-2012-1264;Eixample;la Dreta de l'Eixample;C;AUSIAS MARC;1;13;;;;;;;03;4
02-2013-0318;Eixample;la Dreta de l'Eixample;C;AUSIAS MARC;1;13;;;;;;;03;5
02-2014-0953;Eixample;la Dreta de l'Eixample;C;AUSIAS MARC;2;14;;;;;;;05;C
